Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,All Sexes,50-64 years,198,2083,166,106,,265,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,All Sexes,55-64 years,162,1675,140,91,,218,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,All Sexes,65-74 years,325,2825,301,172,,462,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,All Sexes,75-84 years,442,3494,375,230,,593,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,All Sexes,85 years and over,494,4211,354,177,13,684,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,All Ages,842,7587,747,424,19,1184,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,Under 1 year,0,28,0,0,0,0,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,0-17 years,0,71,0,0,0,0,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,5-14 years,0,15,0,0,0,0,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,15-24 years,0,122,0,0,0,0,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,18-29 years,,187,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,25-34 years,,183,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,30-39 years,10,215,13,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,35-44 years,12,248,16,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,40-49 years,17,316,15,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,45-54 years,38,444,27,16,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,50-64 years,121,1292,106,65,,166,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,55-64 years,96,1035,88,55,,133,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,65-74 years,202,1709,180,103,,281,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,75-84 years,268,1985,237,148,,362,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Male,85 years and over,223,1812,196,93,,331,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,All Ages,667,6212,493,286,18,892,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,Under 1 year,0,30,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,0-17 years,0,66,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,5-14 years,0,14,0,0,0,0,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,15-24 years,0,45,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,18-29 years,0,62,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,25-34 years,,87,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,30-39 years,,119,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,35-44 years,12,130,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,40-49 years,13,150,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,45-54 years,17,234,12,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,50-64 years,77,791,60,41,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,55-64 years,66,640,52,36,,85,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,65-74 years,123,1116,121,69,,181,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,75-84 years,174,1509,138,82,,231,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Montana,Female,85 years and over,271,2399,158,84,,353,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,All Ages,2708,22685,2314,1119,53,3955,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,Under 1 year,0,160,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,0-17 years,,288,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,1-4 years,0,28,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,5-14 years,,54,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,15-24 years,,227,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,18-29 years,12,325,16,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,25-34 years,17,339,22,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,30-39 years,23,466,23,,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,35-44 years,25,530,21,10,0,36,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,40-49 years,43,678,36,15,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,45-54 years,100,1037,94,45,,151,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,50-64 years,330,3202,312,152,14,504,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,55-64 years,262,2584,244,117,13,402,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,65-74 years,522,4342,438,221,10,748,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,75-84 years,781,5540,656,360,,1083,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,All Sexes,85 years and over,996,7844,829,359,15,1481,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,All Ages,1539,11698,1293,688,22,2165,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,Under 1 year,0,102,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,0-17 years,,183,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,1-4 years,0,14,0,0,0,0,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,5-14 years,,34,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,15-24 years,,164,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,18-29 years,,240,10,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,25-34 years,13,247,13,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,30-39 years,17,315,15,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,35-44 years,15,351,12,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,40-49 years,25,426,16,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,45-54 years,68,641,53,29,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,50-64 years,214,1961,197,98,,321,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,55-64 years,166,1572,156,76,,254,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,65-74 years,347,2546,271,148,,474,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,75-84 years,478,2945,378,232,,626,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Male,85 years and over,450,3082,404,192,,665,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Female,All Ages,1169,10987,1021,431,31,1790,
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Female,Under 1 year,0,58,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Female,0-17 years,0,105,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Female,1-4 years,0,14,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Female,5-14 years,0,20,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Female,15-24 years,,63,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Female,18-29 years,,85,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Female,25-34 years,,92,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Female,30-39 years,,151,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Female,35-44 years,10,179,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,01/01/2020,03/13/2021,By Total,,,Nebraska,Female,40-49 years,18,252,20,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
